gene_symbol,citrus_sinensis_id,arabidopsis_id,gene_description,mapman_bin,condition,condition_label,log2_fold_change_vs_healthy,direction
*,orange1.1g023625m,AT4G35160,O-methyl transferase ,secondary metabolism.phenylpropanoids,mild_ctv_b2,mild Citrus tristeza virus strain B2,2.89551,up
*,orange1.1g024176m,AT5G03140,Concanavalin A-like lectin protein kinase family protein,misc.myrosinases-lectin-jacalin,healthy_mock,healthy/mock-inoculated control,0.0,baseline
ABI1,orange1.1g024217m,AT4G26080,Protein phosphatase 2C family protein,protein.postranslational modification,healthy_mock,healthy/mock-inoculated control,0.0,baseline
ABI1,orange1.1g024217m,AT4G26080,Protein phosphatase 2C family protein,protein.postranslational modification,mild_ctv_b2,mild Citrus tristeza virus strain B2,1.29707,up
ABI1,orange1.1g024217m,AT4G26080,Protein phosphatase 2C family protein,protein.postranslational modification,severe_ctv_b6,severe Citrus tristeza virus strain B6,1.52916,up
EXPB2,orange1.1g024303m,AT1G65680,expansin B2,cell wall.modification,healthy_mock,healthy/mock-inoculated control,0.0,baseline
*,orange1.1g024323m,AT4G08300,nodulinMtN21/EamA-like transporter,development.unspecified,healthy_mock,healthy/mock-inoculated control,0.0,baseline
JMT,orange1.1g024331m,AT1G19640,jasmonic acid carboxyl methyl transferase ,hormone metabolism.salicylic acid.synthesis-degradation,healthy_mock,healthy/mock-inoculated control,0.0,baseline
JMT,orange1.1g024331m,AT1G19640,jasmonic acid carboxyl methyl transferase ,hormone metabolism.salicylic acid.synthesis-degradation,mild_ctv_b2,mild Citrus tristeza virus strain B2,1.76248,up
JMT,orange1.1g024331m,AT1G19640,jasmonic acid carboxyl methyl transferase ,hormone metabolism.salicylic acid.synthesis-degradation,severe_ctv_b6,severe Citrus tristeza virus strain B6,3.05442,up
*,orange1.1g024485m, AT5G52660 ,myb family transcription factor,RNA.regulation of transcription.MYB-related transcription factor family,healthy_mock,healthy/mock-inoculated control,0.0,baseline
*,orange1.1g024485m, AT5G52660 ,myb family transcription factor,RNA.regulation of transcription.MYB-related transcription factor family,severe_ctv_b6,severe Citrus tristeza virus strain B6,1.10463,up
BCS1,orange1.1g024550m,AT3G50930,cytochrome BC1 synthesis,protein.degradation.AAA type,healthy_mock,healthy/mock-inoculated control,0.0,baseline
BCS1,orange1.1g024550m,AT3G50930,cytochrome BC1 synthesis,protein.degradation.AAA type,severe_ctv_b6,severe Citrus tristeza virus strain B6,1.35594,up
RLP14,orange1.1g024731m,AT1G74180,receptor like protein 14,stress.biotic,healthy_mock,healthy/mock-inoculated control,0.0,baseline
ConA,orange1.1g024824m,AT4G04960,Concanavalin A-like lectin protein kinase family protein,misc.myrosinases-lectin-jacalin,healthy_mock,healthy/mock-inoculated control,0.0,baseline
ConA,orange1.1g024824m,AT4G04960,Concanavalin A-like lectin protein kinase family protein,misc.myrosinases-lectin-jacalin,mild_ctv_b2,mild Citrus tristeza virus strain B2,5.85701,up
 WRKY40,orange1.1g025097m,AT1G80840,transcription factor WRKY40,RNA.regulation of transcription.WRKY domain transcription factor family,healthy_mock,healthy/mock-inoculated control,0.0,baseline
 WRKY40,orange1.1g025175m,AT1G80840,transcription factor WRKY40,RNA.regulation of transcription.WRKY domain transcription factor family,healthy_mock,healthy/mock-inoculated control,0.0,baseline
EXPA8,orange1.1g025193m,AT2G40610,expansin A8,cell wall.modification,healthy_mock,healthy/mock-inoculated control,0.0,baseline
EXPA8,orange1.1g025193m,AT2G40610,expansin A8,cell wall.modification,severe_ctv_b6,severe Citrus tristeza virus strain B6,1.1553,up
Oxidoreductase,orange1.1g025278m,AT1G23740,"Oxidoreductase,zinc-binding dehydrogenase","misc.oxidases - copper, flavone etc",healthy_mock,healthy/mock-inoculated control,0.0,baseline
Oxidoreductase,orange1.1g025278m,AT1G23740,"Oxidoreductase,zinc-binding dehydrogenase","misc.oxidases - copper, flavone etc",severe_ctv_b6,severe Citrus tristeza virus strain B6,2.00748,up
ERF72,orange1.1g025382m,AT3G16770,ethylene-responsive element binding protein,"RNA.regulation of transcription.AP2/EREBP, APETALA2/Ethylene-responsive element binding protein family",healthy_mock,healthy/mock-inoculated control,0.0,baseline
ERF72,orange1.1g025382m,AT3G16770,ethylene-responsive element binding protein,"RNA.regulation of transcription.AP2/EREBP, APETALA2/Ethylene-responsive element binding protein family",mild_ctv_b2,mild Citrus tristeza virus strain B2,-1.61803,down
 WRKY40,orange1.1g025402m,AT1G80840,transcription factor WRKY40,RNA.regulation of transcription.WRKY domain transcription factor family,healthy_mock,healthy/mock-inoculated control,0.0,baseline
,orange1.1g025507m,AT5G25560,zinc finger (C3HC4-type RING finger) ,protein.degradation.ubiquitin.E3.RING,healthy_mock,healthy/mock-inoculated control,0.0,baseline
,orange1.1g025507m,AT5G25560,zinc finger (C3HC4-type RING finger) ,protein.degradation.ubiquitin.E3.RING,severe_ctv_b6,severe Citrus tristeza virus strain B6,1.5,up
APX2,orange1.1g025588m,AT3G09640,ascorbate peroxidase2,redox.ascorbate and glutathione.ascorbate,healthy_mock,healthy/mock-inoculated control,0.0,baseline
*,orange1.1g025665m,AT5G57150,basic helix-loop-helix(bHLH) DNA-binding  protein,"RNA.regulation of transcription.bHLH,Basic Helix-Loop-Helix family",healthy_mock,healthy/mock-inoculated control,0.0,baseline
*,orange1.1g025665m,AT5G57150,basic helix-loop-helix(bHLH) DNA-binding  protein,"RNA.regulation of transcription.bHLH,Basic Helix-Loop-Helix family",mild_ctv_b2,mild Citrus tristeza virus strain B2,1.10418,up
*,orange1.1g025727m,AT5G57150,basic helix-loop-helix(bHLH) DNA-binding  protein,"RNA.regulation of transcription.bHLH,Basic Helix-Loop-Helix family",healthy_mock,healthy/mock-inoculated control,0.0,baseline
*,orange1.1g025727m,AT5G57150,basic helix-loop-helix(bHLH) DNA-binding  protein,"RNA.regulation of transcription.bHLH,Basic Helix-Loop-Helix family",mild_ctv_b2,mild Citrus tristeza virus strain B2,1.06245,up
EXLB1,orange1.1g025808m,AT4G17030,expansin-like B1,cell wall.modification,healthy_mock,healthy/mock-inoculated control,0.0,baseline
*,orange1.1g026021m,AT5G45920,SGNHhydrolase-typeesterase,misc.GDSL-motif lipase,healthy_mock,healthy/mock-inoculated control,0.0,baseline
*,orange1.1g026021m,AT5G45920,SGNHhydrolase-typeesterase,misc.GDSL-motif lipase,mild_ctv_b2,mild Citrus tristeza virus strain B2,2.62818,up
*,orange1.1g026022m,AT1G07050,CCT motif family protein,"RNA.regulation of transcription.C2C2(Zn) CO-like, Constans-like zinc finger family",healthy_mock,healthy/mock-inoculated control,0.0,baseline
*,orange1.1g026022m,AT1G07050,CCT motif family protein,"RNA.regulation of transcription.C2C2(Zn) CO-like, Constans-like zinc finger family",mild_ctv_b2,mild Citrus tristeza virus strain B2,1.18158,up
*,orange1.1g026022m,AT1G07050,CCT motif family protein,"RNA.regulation of transcription.C2C2(Zn) CO-like, Constans-like zinc finger family",severe_ctv_b6,severe Citrus tristeza virus strain B6,4.62857,up
*,orange1.1g026143m,AT5G15800,K-box region and MADS-box transcription factor ,RNA.regulation of transcription.MADS box transcription factor family,healthy_mock,healthy/mock-inoculated control,0.0,baseline
*,orange1.1g026143m,AT5G15800,K-box region and MADS-box transcription factor ,RNA.regulation of transcription.MADS box transcription factor family,mild_ctv_b2,mild Citrus tristeza virus strain B2,1.38749,up
*,orange1.1g026183m,AT2G38380,Peroxidase super family protein,misc.peroxidases,healthy_mock,healthy/mock-inoculated control,0.0,baseline
*,orange1.1g026183m,AT2G38380,Peroxidase super family protein,misc.peroxidases,mild_ctv_b2,mild Citrus tristeza virus strain B2,2.5571,up
ARR9,orange1.1g026247m,AT3G57040,response regulator 9,RNA.regulation of transcription.ARR,healthy_mock,healthy/mock-inoculated control,0.0,baseline
ARR9,orange1.1g026247m,AT3G57040,response regulator 9,RNA.regulation of transcription.ARR,severe_ctv_b6,severe Citrus tristeza virus strain B6,1.48239,up
,orange1.1g026563m,AT5G25560,zinc finger (C3HC4-type RING finger) ,protein.degradation.ubiquitin.E3.RING,healthy_mock,healthy/mock-inoculated control,0.0,baseline
,orange1.1g026563m,AT5G25560,zinc finger (C3HC4-type RING finger) ,protein.degradation.ubiquitin.E3.RING,severe_ctv_b6,severe Citrus tristeza virus strain B6,1.7,up
*,orange1.1g027073m,AT1G70820,"phosphoglucomutase,putative/glucosephosphomutase,putative",glycolysis.plastid branch.phosphoglucomutase (PGM),healthy_mock,healthy/mock-inoculated control,0.0,baseline
*,orange1.1g027073m,AT1G70820,"phosphoglucomutase,putative/glucosephosphomutase,putative",glycolysis.plastid branch.phosphoglucomutase (PGM),severe_ctv_b6,severe Citrus tristeza virus strain B6,1.44141,up
PMEI,orange1.1g027094m,AT5G62360,Plant invertase/pectinmethyl esterase inhibitor,cell wall.pectin*esterases.PME,healthy_mock,healthy/mock-inoculated control,0.0,baseline
,orange1.1g027127m,AT5G25560,zinc finger (C3HC4-type RING finger) ,protein.degradation.ubiquitin.E3.RING,healthy_mock,healthy/mock-inoculated control,0.0,baseline
,orange1.1g027127m,AT5G25560,zinc finger (C3HC4-type RING finger) ,protein.degradation.ubiquitin.E3.RING,severe_ctv_b6,severe Citrus tristeza virus strain B6,1.5,up
OSM34,orange1.1g027335m,AT4G11650,osmotin34,stress.biotic,healthy_mock,healthy/mock-inoculated control,0.0,baseline
OSM34,orange1.1g027335m,AT4G11650,osmotin34,stress.biotic,severe_ctv_b6,severe Citrus tristeza virus strain B6,-1.17446,down
EXLB1,orange1.1g027391m,AT4G17030,expansin-like B1,cell wall.modification,healthy_mock,healthy/mock-inoculated control,0.0,baseline
Kunitz,orange1.1g027419m,AT1G17860,Kunitz family trypsin and protease inhibitor protein,stress.biotic.PR-proteins.proteinase inhibitors.trypsin inhibitor,healthy_mock,healthy/mock-inoculated control,0.0,baseline
Ca EF-hand,orange1.1g027442m,AT4G13440,Calcium-binding EF-hand family protein,signalling.calcium,healthy_mock,healthy/mock-inoculated control,0.0,baseline
Ca EF-hand,orange1.1g027442m,AT4G13440,Calcium-binding EF-hand family protein,signalling.calcium,severe_ctv_b6,severe Citrus tristeza virus strain B6,2.15661,up
SHN1,orange1.1g027896m,AT1G15360,Integrase-type DNA-binding  protein,"RNA.regulation of transcription.AP2/EREBP, APETALA2/Ethylene-responsive element binding protein family",healthy_mock,healthy/mock-inoculated control,0.0,baseline
,orange1.1g027958m,AT1G51550,F-box family protein ,protein.degradation.ubiquitin.E3.SCF.FBOX,healthy_mock,healthy/mock-inoculated control,0.0,baseline
,orange1.1g027958m,AT1G51550,F-box family protein ,protein.degradation.ubiquitin.E3.SCF.FBOX,severe_ctv_b6,severe Citrus tristeza virus strain B6,-1.1,down
*,orange1.1g028230m,AT5G40240,nodulinMtN21/EamA-like transporter,development.unspecified,healthy_mock,healthy/mock-inoculated control,0.0,baseline
Kunitz,orange1.1g028238m,AT1G17860,Kunitz family trypsin and protease inhibitor protein,stress.biotic.PR-proteins.proteinase inhibitors.trypsin inhibitor,healthy_mock,healthy/mock-inoculated control,0.0,baseline
XTR6,orange1.1g028253m,AT5G65730,xyloglucan endotrans glucosylase/hydrolase6,cell wall.modification,healthy_mock,healthy/mock-inoculated control,0.0,baseline
Ca EF-hand,orange1.1g028383m,AT5G39670,Calcium-binding EF-hand family protein,signalling.calcium,healthy_mock,healthy/mock-inoculated control,0.0,baseline
RLP14,orange1.1g028394m,AT1G74180,receptor likeprotein 14,not assigned.unknown,healthy_mock,healthy/mock-inoculated control,0.0,baseline
RLP14,orange1.1g028394m,AT1G74180,receptor likeprotein 14,not assigned.unknown,severe_ctv_b6,severe Citrus tristeza virus strain B6,2.24314,up
*,orange1.1g028462m,AT3G56230,BTB/POZ domain-containing protein,protein.degradation.ubiquitin.E3.BTB/POZ Cullin3.BTB/POZ,healthy_mock,healthy/mock-inoculated control,0.0,baseline
*,orange1.1g028462m,AT3G56230,BTB/POZ domain-containing protein,protein.degradation.ubiquitin.E3.BTB/POZ Cullin3.BTB/POZ,mild_ctv_b2,mild Citrus tristeza virus strain B2,3.91429,up
ERF-1,orange1.1g028566m,AT4G17500,ethylene responsive element binding factor 1,hormone metabolism.ethylene.signal transduction,healthy_mock,healthy/mock-inoculated control,0.0,baseline
ERF-1,orange1.1g028566m,AT4G17500,ethylene responsive element binding factor 1,hormone metabolism.ethylene.signal transduction,severe_ctv_b6,severe Citrus tristeza virus strain B6,1.60554,up
PMEI,orange1.1g028904m,AT5G62360,Plant invertase/pectinmethyl esterase inhibitor,cell wall.pectin*esterases.PME,healthy_mock,healthy/mock-inoculated control,0.0,baseline
*,orange1.1g028994m,AT5G57040,Lactoylglutathionelyase/glyoxalaseI,Biodegradation of Xenobiotics.lactoylglutathione lyase,healthy_mock,healthy/mock-inoculated control,0.0,baseline
*,orange1.1g028994m,AT5G57040,Lactoylglutathionelyase/glyoxalaseI,Biodegradation of Xenobiotics.lactoylglutathione lyase,severe_ctv_b6,severe Citrus tristeza virus strain B6,1.20958,up
*,orange1.1g029050m,AT5G57040,Lactoylglutathionelyase/glyoxalaseI,Biodegradation of Xenobiotics.lactoylglutathione lyase,healthy_mock,healthy/mock-inoculated control,0.0,baseline
*,orange1.1g029050m,AT5G57040,Lactoylglutathionelyase/glyoxalaseI,Biodegradation of Xenobiotics.lactoylglutathione lyase,severe_ctv_b6,severe Citrus tristeza virus strain B6,1.03419,up
WLIM1,orange1.1g029070m,AT1G10200,GATA type zinc finger transcription factor ,development.unspecified,healthy_mock,healthy/mock-inoculated control,0.0,baseline
WLIM1,orange1.1g029070m,AT1G10200,GATA type zinc finger transcription factor ,development.unspecified,severe_ctv_b6,severe Citrus tristeza virus strain B6,1.21332,up
VTE2,orange1.1g029089m,AT2G18950,homogentisatephytyl transferase1,secondary metabolism.isoprenoids.tocopherol biosynthesis.homogentisate phytyltransferase,healthy_mock,healthy/mock-inoculated control,0.0,baseline
VTE2,orange1.1g029089m,AT2G18950,homogentisatephytyl transferase1,secondary metabolism.isoprenoids.tocopherol biosynthesis.homogentisate phytyltransferase,mild_ctv_b2,mild Citrus tristeza virus strain B2,2.73226,up
WRKY51,orange1.1g029257m,AT5G64810,transcription factor WRKY51,RNA.regulation of transcription.WRKY domain transcription factor family,healthy_mock,healthy/mock-inoculated control,0.0,baseline
WRKY51,orange1.1g029257m,AT5G64810,transcription factor WRKY51,RNA.regulation of transcription.WRKY domain transcription factor family,mild_ctv_b2,mild Citrus tristeza virus strain B2,2.07294,up
XTR6,orange1.1g029328m,AT5G65730,xyloglucan endotrans glucosylase/hydrolase6,cell wall.modification,healthy_mock,healthy/mock-inoculated control,0.0,baseline
XTR6,orange1.1g029426m,AT5G65730,xyloglucan endotrans glucosylase/hydrolase6,cell wall.modification,healthy_mock,healthy/mock-inoculated control,0.0,baseline
XTR6,orange1.1g029460m,AT5G65730,xyloglucan endotrans glucosylase/hydrolase6,cell wall.modification,healthy_mock,healthy/mock-inoculated control,0.0,baseline
XTR6,orange1.1g029461m,AT5G65730,xyloglucan endotrans glucosylase/hydrolase6,cell wall.modification,healthy_mock,healthy/mock-inoculated control,0.0,baseline
*,orange1.1g029568m,AT1G80160,Lactoylglutathionelyase/glyoxalaseI,Biodegradation of Xenobiotics.lactoylglutathione lyase,healthy_mock,healthy/mock-inoculated control,0.0,baseline
*,orange1.1g029568m,AT1G80160,Lactoylglutathionelyase/glyoxalaseI,Biodegradation of Xenobiotics.lactoylglutathione lyase,mild_ctv_b2,mild Citrus tristeza virus strain B2,1.08871,up
*,orange1.1g029618m,AT1G07050,CCT motif family protein,"RNA.regulation of transcription.C2C2(Zn) CO-like, Constans-like zinc finger family",healthy_mock,healthy/mock-inoculated control,0.0,baseline
*,orange1.1g029618m,AT1G07050,CCT motif family protein,"RNA.regulation of transcription.C2C2(Zn) CO-like, Constans-like zinc finger family",severe_ctv_b6,severe Citrus tristeza virus strain B6,4.43162,up
*,orange1.1g029641m,AT1G58170,Disease resistance-responsive (dirigent-likeprotein) family protein,stress.biotic.PR-proteins,healthy_mock,healthy/mock-inoculated control,0.0,baseline
*,orange1.1g029641m,AT1G58170,Disease resistance-responsive (dirigent-likeprotein) family protein,stress.biotic.PR-proteins,severe_ctv_b6,severe Citrus tristeza virus strain B6,1.83727,up
,orange1.1g029670m,AT5G25560 , zinc finger (C3HC4-type RING ,protein.degradation.ubiquitin.E3.RING,healthy_mock,healthy/mock-inoculated control,0.0,baseline
,orange1.1g029670m,AT5G25560 , zinc finger (C3HC4-type RING ,protein.degradation.ubiquitin.E3.RING,severe_ctv_b6,severe Citrus tristeza virus strain B6,1.2,up
WCRKC1,orange1.1g029703m,AT5G06690,WCRKC thioredoxin1,redox.thioredoxin,healthy_mock,healthy/mock-inoculated control,0.0,baseline
WCRKC1,orange1.1g029703m,AT5G06690,WCRKC thioredoxin1,redox.thioredoxin,severe_ctv_b6,severe Citrus tristeza virus strain B6,3.21922,up
*,orange1.1g029746m,AT1G58170,Disease resistance-responsive (dirigent-likeprotein) family protein,stress.biotic.PR-proteins,healthy_mock,healthy/mock-inoculated control,0.0,baseline
*,orange1.1g029748m,AT1G70820,"phosphoglucomutase,putative/glucosephosphomutase,putative",glycolysis.plastid branch.phosphoglucomutase (PGM),healthy_mock,healthy/mock-inoculated control,0.0,baseline
*,orange1.1g029748m,AT1G70820,"phosphoglucomutase,putative/glucosephosphomutase,putative",glycolysis.plastid branch.phosphoglucomutase (PGM),mild_ctv_b2,mild Citrus tristeza virus strain B2,1.23223,up
*,orange1.1g029748m,AT1G70820,"phosphoglucomutase,putative/glucosephosphomutase,putative",glycolysis.plastid branch.phosphoglucomutase (PGM),severe_ctv_b6,severe Citrus tristeza virus strain B6,1.61097,up
*,orange1.1g029919m,AT1G70820,"phosphoglucomutase,putative/glucosephosphomutase,putative",glycolysis.plastid branch.phosphoglucomutase (PGM),healthy_mock,healthy/mock-inoculated control,0.0,baseline
*,orange1.1g029919m,AT1G70820,"phosphoglucomutase,putative/glucosephosphomutase,putative",glycolysis.plastid branch.phosphoglucomutase (PGM),mild_ctv_b2,mild Citrus tristeza virus strain B2,1.47924,up
*,orange1.1g029919m,AT1G70820,"phosphoglucomutase,putative/glucosephosphomutase,putative",glycolysis.plastid branch.phosphoglucomutase (PGM),severe_ctv_b6,severe Citrus tristeza virus strain B6,1.81215,up
ACD2,orange1.1g029930m,AT4G37000,accelerate cell death2,stress.biotic,healthy_mock,healthy/mock-inoculated control,0.0,baseline
ACD2,orange1.1g029930m,AT4G37000,accelerate cell death2,stress.biotic,mild_ctv_b2,mild Citrus tristeza virus strain B2,4.7332,up
OMT1,orange1.1g030025m,AT5G54160,O-methyl transferase 1,misc.O-methyl transferases,healthy_mock,healthy/mock-inoculated control,0.0,baseline
OMT1,orange1.1g030025m,AT5G54160,O-methyl transferase 1,misc.O-methyl transferases,mild_ctv_b2,mild Citrus tristeza virus strain B2,1.55278,up
AGL22,orange1.1g030090m,AT2G22540,K-box region and MADS-box transcription factor ,RNA.regulation of transcription.MADS box transcription factor family,healthy_mock,healthy/mock-inoculated control,0.0,baseline
AGL22,orange1.1g030090m,AT2G22540,K-box region and MADS-box transcription factor ,RNA.regulation of transcription.MADS box transcription factor family,severe_ctv_b6,severe Citrus tristeza virus strain B6,-1.01153,down
WCRKC1,orange1.1g030114m,AT5G06690,WCRKC thioredoxin1,redox.thioredoxin,healthy_mock,healthy/mock-inoculated control,0.0,baseline
WCRKC1,orange1.1g030114m,AT5G06690,WCRKC thioredoxin1,redox.thioredoxin,severe_ctv_b6,severe Citrus tristeza virus strain B6,3.37607,up
,orange1.1g030216m,AT1G71000,Chaperone DnaJ-domain super family protein,stress.abiotic.heat,healthy_mock,healthy/mock-inoculated control,0.0,baseline
,orange1.1g030216m,AT1G71000,Chaperone DnaJ-domain super family protein,stress.abiotic.heat,mild_ctv_b2,mild Citrus tristeza virus strain B2,1.24493,up
,orange1.1g030216m,AT1G71000,Chaperone DnaJ-domain super family protein,stress.abiotic.heat,severe_ctv_b6,severe Citrus tristeza virus strain B6,3.49911,up
TIR-NBS-LRR,orange1.1g030514m,AT2G20142,Toll-Interleukin-Resistance(TIR) domain family protein,stress.biotic.receptors,healthy_mock,healthy/mock-inoculated control,0.0,baseline
WCRKC1,orange1.1g030523m,AT5G06690,WCRKC thioredoxin1,redox.thioredoxin,healthy_mock,healthy/mock-inoculated control,0.0,baseline
WCRKC1,orange1.1g030523m,AT5G06690,WCRKC thioredoxin1,redox.thioredoxin,severe_ctv_b6,severe Citrus tristeza virus strain B6,2.24314,up
ERF-1,orange1.1g031071m,AT3G23240,ethylene responsive element binding factor 1,hormone metabolism.ethylene.signal transduction,healthy_mock,healthy/mock-inoculated control,0.0,baseline
MLP423,orange1.1g031364m,AT1G24020,MLP-like protein423,RNA.processing.ribonucleases,healthy_mock,healthy/mock-inoculated control,0.0,baseline
WRKY50,orange1.1g031482m,AT5G26170,transcription factor WRKY50,RNA.regulation of transcription.WRKY domain transcription factor family,healthy_mock,healthy/mock-inoculated control,0.0,baseline
WRKY50,orange1.1g031482m,AT5G26170,transcription factor WRKY50,RNA.regulation of transcription.WRKY domain transcription factor family,severe_ctv_b6,severe Citrus tristeza virus strain B6,1.51157,up
Ca EF-hand,orange1.1g031582m,AT1G24620,Calcium-binding EF-hand family protein,signalling.calcium,healthy_mock,healthy/mock-inoculated control,0.0,baseline
WCRKC1,orange1.1g031608m,AT5G06690,WCRKC thioredoxin1,redox.thioredoxin,healthy_mock,healthy/mock-inoculated control,0.0,baseline
WCRKC1,orange1.1g031608m,AT5G06690,WCRKC thioredoxin1,redox.thioredoxin,severe_ctv_b6,severe Citrus tristeza virus strain B6,1.66626,up
WCRKC1,orange1.1g031630m,AT5G06690,WCRKC thioredoxin1,redox.thioredoxin,healthy_mock,healthy/mock-inoculated control,0.0,baseline
WCRKC1,orange1.1g031630m,AT5G06690,WCRKC thioredoxin1,redox.thioredoxin,severe_ctv_b6,severe Citrus tristeza virus strain B6,3.00816,up
PR4,orange1.1g032285m,AT3G04720,pathogenesis-related 4,stress.biotic,healthy_mock,healthy/mock-inoculated control,0.0,baseline
PR4,orange1.1g032389m,AT3G04720,pathogenesis-related 4,stress.biotic,healthy_mock,healthy/mock-inoculated control,0.0,baseline
CCL,orange1.1g032466m,AT3G26740,CCR-like,signalling.light,healthy_mock,healthy/mock-inoculated control,0.0,baseline
CCL,orange1.1g032466m,AT3G26740,CCR-like,signalling.light,mild_ctv_b2,mild Citrus tristeza virus strain B2,1.08013,up
CCL,orange1.1g032466m,AT3G26740,CCR-like,signalling.light,severe_ctv_b6,severe Citrus tristeza virus strain B6,4.90148,up
WRKY13,orange1.1g032690m,AT4G39410,transcription factor WRKY13,RNA.regulation of transcription.WRKY domain transcription factor family,healthy_mock,healthy/mock-inoculated control,0.0,baseline
WRKY13,orange1.1g032690m,AT4G39410,transcription factor WRKY13,RNA.regulation of transcription.WRKY domain transcription factor family,severe_ctv_b6,severe Citrus tristeza virus strain B6,3.16663,up
EXLB3 ,orange1.1g032956m,AT2G18660,EXPANSIN-LIKE B3 PRECURSOR,cell wall.modification,healthy_mock,healthy/mock-inoculated control,0.0,baseline
EXLB3 ,orange1.1g032956m,AT2G18660,EXPANSIN-LIKE B3 PRECURSOR,cell wall.modification,mild_ctv_b2,mild Citrus tristeza virus strain B2,1.19672,up
*,orange1.1g032967m,AT3G53220,Thioredoxin super family protein,redox.thioredoxin,healthy_mock,healthy/mock-inoculated control,0.0,baseline
WCRKC1,orange1.1g033006m,AT5G06690,WCRKC thioredoxin1,redox.thioredoxin,healthy_mock,healthy/mock-inoculated control,0.0,baseline
WCRKC1,orange1.1g033006m,AT5G06690,WCRKC thioredoxin1,redox.thioredoxin,severe_ctv_b6,severe Citrus tristeza virus strain B6,2.40211,up
COPT1,orange1.1g033054m,AT5G59030,copper transporter 1,transport.metal,healthy_mock,healthy/mock-inoculated control,0.0,baseline
*,orange1.1g033055m,AT2G38870,"Serine protease inhibitor,potatoinhibitorI-type family protein",RNA.processing.ribonucleases,healthy_mock,healthy/mock-inoculated control,0.0,baseline
WRKY13,orange1.1g033112m,AT4G39410,transcription factor WRKY13,RNA.regulation of transcription.WRKY domain transcription factor family,healthy_mock,healthy/mock-inoculated control,0.0,baseline
WRKY13,orange1.1g033112m,AT4G39410,transcription factor WRKY13,RNA.regulation of transcription.WRKY domain transcription factor family,severe_ctv_b6,severe Citrus tristeza virus strain B6,3.90205,up
ABC-2,orange1.1g033293m,AT1G51500,ABC-2 type transporter ,transport.ABC transporters and multidrug resistance systems,healthy_mock,healthy/mock-inoculated control,0.0,baseline
ABC-2,orange1.1g033293m,AT1G51500,ABC-2 type transporter ,transport.ABC transporters and multidrug resistance systems,mild_ctv_b2,mild Citrus tristeza virus strain B2,3.36157,up
WRKY13,orange1.1g033558m,AT4G39410,transcription factor WRKY13,RNA.regulation of transcription.WRKY domain transcription factor family,healthy_mock,healthy/mock-inoculated control,0.0,baseline
WRKY13,orange1.1g033558m,AT4G39410,transcription factor WRKY13,RNA.regulation of transcription.WRKY domain transcription factor family,severe_ctv_b6,severe Citrus tristeza virus strain B6,2.99594,up
CCL,orange1.1g033560m,AT3G26740,CCR-like,signalling.light,healthy_mock,healthy/mock-inoculated control,0.0,baseline
CCL,orange1.1g033560m,AT3G26740,CCR-like,signalling.light,severe_ctv_b6,severe Citrus tristeza virus strain B6,4.59794,up
WRKY13,orange1.1g033567m,AT4G39410,transcription factor WRKY13,RNA.regulation of transcription.WRKY domain transcription factor family,healthy_mock,healthy/mock-inoculated control,0.0,baseline
WRKY13,orange1.1g033567m,AT4G39410,transcription factor WRKY13,RNA.regulation of transcription.WRKY domain transcription factor family,severe_ctv_b6,severe Citrus tristeza virus strain B6,2.26678,up
WRKY13,orange1.1g033576m,AT4G39410,transcription factor WRKY13,RNA.regulation of transcription.WRKY domain transcription factor family,healthy_mock,healthy/mock-inoculated control,0.0,baseline
WRKY13,orange1.1g033576m,AT4G39410,transcription factor WRKY13,RNA.regulation of transcription.WRKY domain transcription factor family,severe_ctv_b6,severe Citrus tristeza virus strain B6,2.26678,up
CCL,orange1.1g033578m,AT3G26740,CCR-like,signalling.light,healthy_mock,healthy/mock-inoculated control,0.0,baseline
CCL,orange1.1g033578m,AT3G26740,CCR-like,signalling.light,mild_ctv_b2,mild Citrus tristeza virus strain B2,2.17836,up
CCL,orange1.1g033578m,AT3G26740,CCR-like,signalling.light,severe_ctv_b6,severe Citrus tristeza virus strain B6,5.01592,up
WRKY13,orange1.1g033590m,AT4G39410,transcription factor WRKY13,RNA.regulation of transcription.WRKY domain transcription factor family,healthy_mock,healthy/mock-inoculated control,0.0,baseline
WRKY13,orange1.1g033590m,AT4G39410,transcription factor WRKY13,RNA.regulation of transcription.WRKY domain transcription factor family,severe_ctv_b6,severe Citrus tristeza virus strain B6,3.03173,up
SAG21,orange1.1g034308m,AT4G02380,senescence-associated gene21,not assigned.unknown,healthy_mock,healthy/mock-inoculated control,0.0,baseline
*,orange1.1g035201m,AT1G66330,senescence-associated family protein,development.unspecified,healthy_mock,healthy/mock-inoculated control,0.0,baseline
*,orange1.1g035201m,AT1G66330,senescence-associated family protein,development.unspecified,severe_ctv_b6,severe Citrus tristeza virus strain B6,-1.01403,down
*,orange1.1g035431m,AT5G14920,Gibberellin-regulated family protein,hormone metabolism.gibberelin.induced-regulated-responsive-activated,healthy_mock,healthy/mock-inoculated control,0.0,baseline
*,orange1.1g035431m,AT5G14920,Gibberellin-regulated family protein,hormone metabolism.gibberelin.induced-regulated-responsive-activated,severe_ctv_b6,severe Citrus tristeza virus strain B6,-1.59036,down
SRG1,orange1.1g035879m,AT1G17020,senescence-related gene1,hormone metabolism.ethylene.synthesis-degradation,healthy_mock,healthy/mock-inoculated control,0.0,baseline
